record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.1038/s42255-024-01014-x,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_abstract_text,tier=peer_reviewed_primary; species_basis=no_abstract_text; text_basis=text_title_only; uncertain_reason=no_abstract_returned,requires_human_review,Metformin induces a Lac-Phe gut–brain signalling axis,TeSlaa T,Nature Metabolism,2024,journal-article,false,false,,10.1038/s42255-024-01014-x,38499764,,7,false,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,title: metformin induces a lac-phe gut-brain signalling axis != metformin induces a lac-phe gut–brain signalling axis,https://doi.org/10.1038/s42255-024-01014-x,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1038/s42003-023-05266-3,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Plasma metabolomic profiling in two rabbit lines divergently selected for intramuscular fat content,"Zubiri-Gaitán A, Blasco A, Hernández P.",Communications biology,2023,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1038/s42003-023-05266-3,37653068,PMC10471702,7,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37653068,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3389/fendo.2022.886351,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Comparative Metabolomics and Lipidomics of Four Juvenoids Application to Scylla paramamosain Hepatopancreas: Implications of Lipid Metabolism During Ovarian Maturation,"Fu Y, Zhang F, Ma C, Wang W, Liu Z, Chen W, Zhao M, Ma L.",Frontiers in endocrinology,2022,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.3389/fendo.2022.886351,35574001,PMC9094423,7,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/35574001,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1016/j.bios.2025.117149,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Rapid indirect detection of N-lactoyl-phenylalanine using dual DNA biosensors based on solution-gated graphene field-effect transistor,"Li J, Zhang M, Zhang C, Zhang Y, Chen W, Qu H, Liu J, Wang L.",Biosensors & bioelectronics,2025,journal article,false,false,,10.1016/j.bios.2025.117149,39818180,,6,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,journal: biosensors & bioelectronics != biosensors and bioelectronics,https://europepmc.org/article/MED/39818180,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1038/s41589-025-01909-0,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Reactivity-based metabolomics reveal cysteine has glyoxalase 1-like and glyoxalase 2-like activities,"Daniel Opfermann M, Bøgelund Søndergård M, Vase Bech L, Nielsen CB, Mahía A, Brinck Holt C, Wang T, Bisgaard Olesen S, Frisch K, Appel Østergaard J, Britz D, Lykke Nielsen K, Galligan JJ, Poulsen TB, Hansen J, Johannsen M.",Nature chemical biology,2025,journal article; research-article,false,false,,10.1038/s41589-025-01909-0,40437135,PMC12921598,6,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40437135,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3389/fimmu.2024.1510887,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Immune and physiological responses in Penaeus monodon to ammonia-N stress: a multi-omics approach,"Luo Z, Zhou F, Jiang S, Huang J, Yang L, Yang Q, Shi J, Li E, Ma Z, Li Y.",Frontiers in immunology,2024,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.3389/fimmu.2024.1510887,39720717,PMC11666502,6,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39720717,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3389/fcell.2022.977960,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,"Integrated analysis of transcriptomics, proteomics and metabolomics data reveals the role of SLC39A1 in renal cell carcinoma","Yuan Y, Liu Z, Li B, Gong Z, Piao C, Du Y, Zhan B, Zhang Z, Dong X.",Frontiers in cell and developmental biology,2022,journal article; research-article,false,false,,10.3389/fcell.2022.977960,36407113,PMC9669761,6,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36407113,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1128/jb.179.6.2047-2052.1997,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Transposition without transposase: a spontaneous mutation in bacteria,"Rappleye CA, Roth JR.",Journal of bacteriology,1997,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,,10.1128/jb.179.6.2047-2052.1997,9068653,PMC178931,6,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/9068653,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3390/foods14020193,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Studies on Quality Deterioration and Metabolomic Changes in Oysters Induced by Spoilage Bacteria During Chilled Storage,"Dou H, Zhu W, Chen S, Zou Y, Xia X.","Foods (Basel, Switzerland)",2025,journal article; research-article,false,false,,10.3390/foods14020193,39856860,PMC11764715,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39856860,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1002/hsr2.70067,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,The effects of acute aerobic exercise on appetite-regulating parameters and energy intake in males with obesity,"Khodabandeh S, Rahmani-Nia F, Mirzaei B, Fairchild TJ, Hazell TJ.",Health science reports,2024,journal article; research-article,false,false,,10.1002/hsr2.70067,39263536,PMC11387465,5,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39263536,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1016/j.bioflm.2024.100201,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,New insights into the antibiofilm activity and mechanism of Mannosylerythritol Lipid-A against Listeria monocytogenes EGD-e,"Liu X, Liu S, Wang Y, Shi Y, Chen Q.",Biofilm,2024,journal article; research-article,false,false,,10.1016/j.bioflm.2024.100201,38779407,PMC11108854,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38779407,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1021/acs.jafc.4c07158,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Comparative Analysis of N -Lactoyl-phenylalanine and 3-Phenyllactic Acid Production in Lactic Acid Bacteria from Kimchi: Metabolic Insights and Influencing Factors,"Kim HS, Jung S, Kim MJ, Jeong JY, Hwang IM, Lee JH.",Journal of agricultural and food chemistry,2024,comparative study; journal article,false,false,,10.1021/acs.jafc.4c07158,39606886,,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://europepmc.org/article/MED/39606886,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.3390/antiox13111377,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Cecal Microbial Diversity and Metabolome Reveal a Reduction in Growth Due to Oxidative Stress Caused by a Low-Energy Diet in Donkeys,"Li L, Guo X, Zhao Y, Guo Y, Shi B, Zhou Y, Zhang Y, Yan S.","Antioxidants (Basel, Switzerland)",2024,journal article; research-article,false,false,,10.3390/antiox13111377,39594519,PMC11591121,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39594519,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3389/fnut.2022.1056598,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Ultraperformance liquid chromatography-quadrupole time-of-flight mass spectrometry based untargeted metabolomics to reveal the characteristics of Dictyophora rubrovolvata from different drying methods,"Dong H, Zhou C, Li X, Gu H, E H, Zhang Y, Zhou F, Zhao Z, Fan T, Lu H, Cai M, Zhao X.",Frontiers in nutrition,2022,journal article; research-article,false,false,,10.3389/fnut.2022.1056598,36519000,PMC9742599,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36519000,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/metabo12090804,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Metabolite Changes in Orange Dead Leaf Butterfly Kallima inachus during Ontogeny and Diapause,"Li MJ, Jiang GF, Wang W.",Metabolites,2022,journal article; research-article,false,false,,10.3390/metabo12090804,36144209,PMC9501346,5,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36144209,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1128/aem.54.11.2877-2880.1988,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Delivery system for creation of one-step in vivo lac gene fusions in Pseudomonas spp. involved in biological control,"O'Sullivan DJ, O'Gara F.",Applied and environmental microbiology,1988,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1128/aem.54.11.2877-2880.1988,2850764,PMC204392,5,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/2850764,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1515/mr-2025-0030,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,Lac-Phe: a central metabolic regulator and biomarker,"Yao T, Wen G, Wu Z, Shen N",Medical Review,2025,journal-article,false,false,,10.1515/mr-2025-0030,41158288,PMC12558030,4,true,no_signal:text_inference,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,journal: medical review != medical review (2021),https://doi.org/10.1515/mr-2025-0030,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.4103/agingadv.agingadv-d-24-00011,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_abstract_text,tier=peer_reviewed_primary; species_basis=no_abstract_text; text_basis=text_title_only; uncertain_reason=no_abstract_returned,requires_human_review,N-lactoyl phenylalanine suppresses appetite and obesity with important implications for aging and age-related diseases,"Hinton A, Neikirk K, Le H, Oliver A, Harris C, Martin P, Gaye A",Aging Advances,2024,journal-article,false,false,,10.4103/agingadv.agingadv-d-24-00011,39845129,PMC11752169,4,false,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://doi.org/10.4103/agingadv.agingadv-d-24-00011,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1021/acsomega.2c06351,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_abstract_text,tier=peer_reviewed_primary; species_basis=no_abstract_text; text_basis=text_title_only; uncertain_reason=species_not_stated_in_abstract,requires_human_review,"Importance of Solvent-Bridged Structures of Fluorinated Diphenylalanines: Synthesis, Detailed NMR Analysis, and Rotational Profiles of Phe(2-F)-Phe(2-F), Phe(2-F)-Phe, and Phe-Phe(2-F)","Yang K, Gallazzi F, Arens C, Glaser R",ACS Omega,2022,journal-article,false,false,,10.1021/acsomega.2c06351,,,4,false,unknown:no_abstract_text,unknown:no_abstract_text,yes:text_inference,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,unknown:no_abstract_text,not_stated_in_retrieved_text,unknown_no_abstract_retrieved,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.1021/acsomega.2c06351,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance
doi:10.1128/jb.172.6.3485-3489.1990,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,"High-frequency, site-specific recombination between lactococcal and pAM beta 1 plasmid DNAs","Hayes F, Daly C, Fitzgerald GF.",Journal of bacteriology,1990,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1128/jb.172.6.3485-3489.1990,2111809,PMC209163,4,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/2111809,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1093/nar/5.5.1501,screening_uncertain_insufficient_text,peer_reviewed_primary,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_primary; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract; uncertain_reason=species_not_stated_in_abstract,requires_human_review,The interconversion of conformers of phenylalanyl-tRNA with different affinity to 70S ribosomes of Escherichia coli,"Kirillov SV, Odinzov VB.",Nucleic acids research,1978,journal article; research-article,false,false,,10.1093/nar/5.5.1501,351562,PMC342099,4,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/351562,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
